q0_i,q1_i,q2_i,q3_i,wx_i,wy_i,wz_i,q0_f,q1_f,q2_f,q3_f,wx_f,wy_f,wz_f,phi_i,theta_i,psi_i,phi_f,theta_f,psi_f
1.000000,0.000000,0.000000,0.000000,0.003317,-0.039987,0.033639,0.144117,-0.829200,0.397195,-0.365916,0.035034,-0.006802,-0.038313,0.000000,0.000000,0.000000,37.485060,-150.504838,118.602350
1.000000,0.000000,0.000000,0.000000,-0.036373,0.028423,0.024712,0.420211,0.522703,-0.310119,0.673818,0.019901,0.025587,0.024169,0.000000,0.000000,0.000000,4.675575,-74.806056,112.526448
1.000000,0.000000,0.000000,0.000000,-0.002922,0.018163,0.000500,0.257553,0.102497,0.897492,0.343029,-0.044951,0.009819,0.001784,0.000000,0.000000,0.000000,-46.609074,156.921966,-23.082283
1.000000,0.000000,0.000000,0.000000,0.038008,-0.029330,-0.014305,0.158352,0.660960,-0.600916,-0.420661,0.001061,-0.021312,0.047814,0.000000,0.000000,0.000000,-50.185211,158.545160,85.309177
1.000000,0.000000,0.000000,0.000000,-0.024208,0.042336,-0.019057,0.654653,-0.259129,0.708773,0.043839,-0.029632,-0.021177,-0.019237,0.000000,0.000000,0.000000,-116.638798,71.937919,-91.582452
1.000000,0.000000,0.000000,0.000000,-0.031373,-0.032792,-0.023597,0.123113,-0.590726,0.266546,0.751558,-0.001456,0.031661,0.014539,0.000000,0.000000,0.000000,-122.084982,107.529794,25.539434
1.000000,0.000000,0.000000,0.000000,0.035703,-0.023227,-0.030453,0.244164,0.907527,0.327129,-0.098816,0.041637,-0.022271,0.022626,0.000000,0.000000,0.000000,-23.725785,160.177731,-144.559345
1.000000,0.000000,0.000000,0.000000,-0.042917,-0.024829,0.016828,0.030408,-0.052416,0.921574,-0.383444,-0.004960,-0.031615,-0.017447,0.000000,0.000000,0.000000,45.236647,179.091827,6.888914
1.000000,0.000000,0.000000,0.000000,-0.026907,0.026110,0.036549,0.335527,-0.651284,0.677135,-0.068833,-0.033661,0.032923,-0.022904,0.000000,0.000000,0.000000,-145.284820,21.391281,-85.472529
1.000000,0.000000,0.000000,0.000000,-0.001252,0.048812,0.018903,0.191641,0.805016,-0.500601,-0.254208,0.009806,-0.019757,0.036351,0.000000,0.000000,0.000000,-35.230074,167.442962,112.247576
1.000000,0.000000,0.000000,0.000000,0.025534,-0.010224,0.034695,0.643537,-0.696335,0.317135,0.020066,0.022470,-0.026995,-0.038832,0.000000,0.000000,0.000000,79.051419,154.143247,152.477314
1.000000,0.000000,0.000000,0.000000,-0.017150,-0.009804,-0.035668,0.251756,-0.590524,0.270341,0.717507,0.034115,0.039254,-0.006070,0.000000,0.000000,0.000000,30.085712,79.586866,166.567129
1.000000,0.000000,0.000000,0.000000,0.021789,0.030655,-0.006410,0.384192,-0.713621,0.578977,0.089029,-0.007300,-0.039671,0.013515,0.000000,0.000000,0.000000,32.873565,145.114210,112.485321
1.000000,0.000000,0.000000,0.000000,0.032130,0.027952,-0.030462,0.348064,-0.560172,0.331717,0.674553,-0.014032,0.044024,-0.024628,0.000000,0.000000,0.000000,-159.298689,99.372768,-36.968863
1.000000,0.000000,0.000000,0.000000,-0.006756,-0.038727,0.034585,0.642229,0.292730,0.648308,-0.285564,-0.043085,-0.029562,0.003367,0.000000,0.000000,0.000000,-25.555760,90.761418,-73.830414
1.000000,0.000000,0.000000,0.000000,-0.032091,-0.034805,0.022368,0.479609,0.494628,-0.677461,-0.257615,0.006359,0.025449,0.020935,0.000000,0.000000,0.000000,-63.687818,-156.734897,86.840327
1.000000,0.000000,0.000000,0.000000,-0.017323,-0.037202,0.020217,0.688980,-0.019700,-0.693447,0.209880,-0.011741,-0.038930,0.032987,0.000000,0.000000,0.000000,96.718177,-108.688783,-81.052249
1.000000,0.000000,0.000000,0.000000,0.024808,-0.034032,0.030873,0.355225,-0.462304,-0.098707,0.806441,-0.027209,0.018236,0.013163,0.000000,0.000000,0.000000,-41.403282,42.494230,115.736459
1.000000,0.000000,0.000000,0.000000,-0.023592,-0.033153,-0.032953,0.698675,-0.601440,-0.186319,-0.339718,0.021858,-0.040989,0.005136,0.000000,0.000000,0.000000,106.179528,-138.010653,160.297267
1.000000,0.000000,0.000000,0.000000,-0.007060,-0.035317,-0.038006,0.439840,0.557571,-0.593517,-0.378673,-0.041223,-0.021151,0.024389,0.000000,0.000000,0.000000,-70.856611,-174.270539,90.500342
1.000000,0.000000,0.000000,0.000000,-0.036822,-0.032226,-0.018632,0.377001,0.507972,-0.152266,-0.759374,0.004662,-0.023810,-0.042364,0.000000,0.000000,0.000000,-125.463343,138.953396,74.647828
1.000000,0.000000,0.000000,0.000000,-0.002692,0.029922,-0.038023,0.948911,0.215395,-0.200413,-0.114055,0.039020,-0.011029,0.020240,0.000000,0.000000,0.000000,28.795491,-19.342457,-18.717624
1.000000,0.000000,0.000000,0.000000,0.042127,-0.003500,0.027168,0.237028,-0.321368,0.716700,-0.571735,0.037330,0.016904,-0.031696,0.000000,0.000000,0.000000,-103.530541,-1.588372,-132.948626
1.000000,0.000000,0.000000,0.000000,0.004048,-0.022128,0.008453,0.429883,0.129736,-0.087545,0.889216,-0.017575,-0.036045,-0.033667,0.000000,0.000000,0.000000,177.341978,-162.181969,-51.185322
1.000000,0.000000,0.000000,0.000000,0.004061,-0.036961,-0.027513,0.676607,0.200094,0.681369,-0.194683,0.034989,-0.032050,0.022139,0.000000,0.000000,0.000000,147.552900,89.415985,115.133525
1.000000,0.000000,0.000000,0.000000,-0.028571,-0.023420,0.037105,0.420491,0.820546,0.123986,-0.366767,0.035673,-0.037778,-0.006465,0.000000,0.000000,0.000000,-57.796331,135.075966,171.474066
1.000000,0.000000,0.000000,0.000000,-0.023812,-0.029863,-0.035815,0.046923,-0.680691,-0.173784,0.710110,-0.001815,-0.005280,-0.031862,0.000000,0.000000,0.000000,-87.619351,71.882952,102.804199
1.000000,0.000000,0.000000,0.000000,0.008132,-0.045764,0.024107,0.472265,0.859167,0.067797,0.184937,-0.032293,-0.003114,-0.039387,0.000000,0.000000,0.000000,120.129568,-14.699371,17.519357
1.000000,0.000000,0.000000,0.000000,-0.018098,-0.029523,-0.039274,0.461722,-0.375895,0.174374,0.784289,-0.001591,-0.010568,-0.006421,0.000000,0.000000,0.000000,-6.395637,48.646328,116.134984
1.000000,0.000000,0.000000,0.000000,-0.042616,-0.016007,-0.018885,0.271860,0.381444,-0.701686,0.536869,0.016245,0.030608,-0.039253,0.000000,0.000000,0.000000,-116.792334,-52.287753,-156.552243
1.000000,0.000000,0.000000,0.000000,-0.038415,-0.018781,-0.030217,0.158653,0.837152,0.034541,0.522315,0.003081,-0.005623,0.019508,0.000000,0.000000,0.000000,-36.750979,-120.282029,-153.681714
1.000000,0.000000,0.000000,0.000000,-0.004256,-0.025173,0.045714,0.223045,-0.846037,-0.089074,0.475959,-0.011324,-0.030391,-0.041106,0.000000,0.000000,0.000000,45.930494,130.037466,-145.642758
1.000000,0.000000,0.000000,0.000000,-0.045255,-0.025577,0.006272,0.892637,-0.037205,0.421073,0.156568,-0.012905,-0.025583,-0.009085,0.000000,0.000000,0.000000,5.813725,49.763127,22.595035
1.000000,0.000000,0.000000,0.000000,0.051841,-0.004952,0.000889,0.260573,-0.706802,-0.185841,-0.630869,-0.004756,0.007428,0.048776,0.000000,0.000000,0.000000,-117.001467,-81.358984,-26.088268
1.000000,0.000000,0.000000,0.000000,-0.021638,-0.026375,-0.039721,0.490957,-0.210733,0.661974,-0.525684,0.010914,0.040952,0.023893,0.000000,0.000000,0.000000,92.204954,154.631175,61.647114
1.000000,0.000000,0.000000,0.000000,0.033362,-0.027344,-0.029679,0.883992,-0.255637,-0.097740,-0.379020,-0.017127,-0.025419,0.042451,0.000000,0.000000,0.000000,156.037131,-158.494869,138.200252
1.000000,0.000000,0.000000,0.000000,-0.006924,-0.030996,0.024097,0.810756,0.113719,0.570733,-0.063299,-0.030111,0.010520,-0.023412,0.000000,0.000000,0.000000,-160.834876,109.974169,-175.438554
1.000000,0.000000,0.000000,0.000000,-0.042987,0.026871,-0.012916,0.189132,0.553130,0.280552,0.761293,0.040650,-0.031387,0.010196,0.000000,0.000000,0.000000,70.075686,-47.397305,117.881486
1.000000,0.000000,0.000000,0.000000,-0.003302,0.021265,-0.025468,0.544312,-0.532816,-0.634430,-0.131645,0.007704,0.006111,0.016666,0.000000,0.000000,0.000000,-132.070731,-56.195482,73.250431
1.000000,0.000000,0.000000,0.000000,-0.030014,0.020824,0.004357,0.410609,-0.464123,0.399301,0.675684,0.044901,0.018040,-0.010031,0.000000,0.000000,0.000000,32.336635,72.768181,141.543913
1.000000,0.000000,0.000000,0.000000,-0.018261,-0.016285,-0.041826,0.707596,-0.229921,-0.515026,-0.425668,0.039531,-0.013207,-0.031693,0.000000,0.000000,0.000000,17.267873,-67.608101,-73.669689
1.000000,0.000000,0.000000,0.000000,0.017131,-0.022448,-0.011137,0.201509,-0.549689,-0.110183,0.803178,-0.028209,-0.038921,0.020760,0.000000,0.000000,0.000000,-47.017743,56.991672,125.258473
1.000000,0.000000,0.000000,0.000000,0.037060,0.018225,0.032186,0.684210,0.519622,0.490218,0.146751,0.001249,0.005146,-0.040584,0.000000,0.000000,0.000000,91.383090,31.219267,56.154699
1.000000,0.000000,0.000000,0.000000,-0.005208,-0.020384,0.000525,0.890200,0.282713,-0.190652,0.302107,0.020994,0.004566,0.047749,0.000000,0.000000,0.000000,26.828594,-30.680872,30.004705
1.000000,0.000000,0.000000,0.000000,-0.011545,-0.050862,-0.004615,0.432202,0.615529,-0.553565,0.357620,0.032035,0.027754,-0.030742,0.000000,0.000000,0.000000,159.830973,-66.744634,-70.569058
1.000000,0.000000,0.000000,0.000000,0.011543,-0.034702,0.037472,0.399895,-0.474994,0.233358,-0.748337,0.004866,-0.021341,0.003225,0.000000,0.000000,0.000000,121.099646,-148.380627,74.404827
1.000000,0.000000,0.000000,0.000000,0.001674,-0.006734,0.025346,0.097718,-0.706367,-0.589349,-0.379691,-0.027190,0.007159,0.032595,0.000000,0.000000,0.000000,155.921462,-40.660964,88.715488
1.000000,0.000000,0.000000,0.000000,0.035909,-0.002038,-0.038052,0.016346,0.202049,-0.858416,0.471202,0.013071,0.040283,-0.030789,0.000000,0.000000,0.000000,55.308894,-167.380556,19.857710
1.000000,0.000000,0.000000,0.000000,-0.042263,0.019238,0.024193,0.068481,-0.913359,0.246958,-0.316382,-0.000044,0.006143,-0.007552,0.000000,0.000000,0.000000,-160.406181,-32.964373,-36.109672
1.000000,0.000000,0.000000,0.000000,-0.028697,-0.022675,-0.037469,0.375822,-0.900483,0.218459,0.012809,0.005956,-0.032174,-0.040877,0.000000,0.000000,0.000000,43.104794,169.206332,157.000560
1.000000,0.000000,0.000000,0.000000,-0.015616,-0.028496,0.039267,0.520304,0.485453,-0.072148,0.698866,-0.010472,0.020904,0.011076,0.000000,0.000000,0.000000,-142.040222,-131.095866,-91.112565
1.000000,0.000000,0.000000,0.000000,-0.021186,-0.032579,0.035090,0.302092,0.163191,0.444881,0.827158,-0.015143,0.046178,-0.019489,0.000000,0.000000,0.000000,56.571300,-0.067571,139.837520
1.000000,0.000000,0.000000,0.000000,0.034142,0.038829,0.008259,0.528096,0.478205,-0.698936,-0.062631,-0.038964,-0.025947,0.023454,0.000000,0.000000,0.000000,-53.759353,-137.288339,91.180023
1.000000,0.000000,0.000000,0.000000,0.042756,0.001026,-0.022646,0.940702,-0.186006,0.280233,-0.044171,-0.008551,0.035644,0.022633,0.000000,0.000000,0.000000,-25.839993,30.717112,-12.587383
1.000000,0.000000,0.000000,0.000000,0.007666,-0.042933,0.013713,0.080897,0.492542,0.026332,0.866120,-0.025575,-0.029550,0.000959,0.000000,0.000000,0.000000,13.715321,-58.096726,161.685072
1.000000,0.000000,0.000000,0.000000,-0.036023,0.032415,-0.016211,0.067674,0.958776,-0.275929,-0.005567,-0.034693,0.030390,0.012058,0.000000,0.000000,0.000000,172.363455,-1.528314,-32.008918
1.000000,0.000000,0.000000,0.000000,-0.031152,-0.034193,-0.018992,0.163300,0.342913,-0.891248,-0.247834,-0.039326,0.004114,0.034324,0.000000,0.000000,0.000000,-33.908234,-173.043774,44.212060
1.000000,0.000000,0.000000,0.000000,0.029579,0.019414,0.038598,0.212166,0.732516,0.024414,-0.646383,0.020768,-0.040389,-0.004015,0.000000,0.000000,0.000000,-75.091747,106.797802,124.379351
1.000000,0.000000,0.000000,0.000000,0.010993,-0.019648,0.027505,0.751126,-0.619243,-0.115802,-0.197326,0.031176,0.026755,0.032462,0.000000,0.000000,0.000000,-76.874617,-24.730464,-9.698546
1.000000,0.000000,0.000000,0.000000,-0.020181,0.026714,0.019101,0.288855,-0.743233,0.399885,-0.451951,0.020318,-0.001145,-0.004920,0.000000,0.000000,0.000000,-118.231881,-26.154507,-72.382977
1.000000,0.000000,0.000000,0.000000,0.029018,0.016340,-0.040405,0.219216,0.623030,-0.252991,0.706947,0.015359,0.006364,-0.022802,0.000000,0.000000,0.000000,138.528829,-97.334702,2.376507
1.000000,0.000000,0.000000,0.000000,0.008470,0.008939,0.006684,0.528492,0.349530,0.701266,0.326727,-0.021408,0.029372,-0.037556,0.000000,0.000000,0.000000,-74.606025,149.147775,-76.730567
1.000000,0.000000,0.000000,0.000000,0.027536,0.019157,-0.040204,0.316567,-0.727786,-0.007188,0.608327,-0.022471,0.031781,0.035023,0.000000,0.000000,0.000000,-97.215799,61.752550,56.709877
1.000000,0.000000,0.000000,0.000000,-0.018407,0.047299,-0.012865,0.031477,0.692388,-0.131148,0.708808,-0.032957,-0.030920,0.006066,0.000000,0.000000,0.000000,-87.265305,-81.808014,-105.975134
1.000000,0.000000,0.000000,0.000000,0.035504,0.000960,-0.038472,0.396380,0.740923,-0.307141,0.446744,0.006586,0.012979,0.044043,0.000000,0.000000,0.000000,132.484195,-64.890005,-13.765413
1.000000,0.000000,0.000000,0.000000,-0.003764,-0.040619,-0.023399,0.571500,0.390497,0.355591,-0.628057,-0.010691,0.014663,-0.041882,0.000000,0.000000,0.000000,-0.042131,63.759835,-95.425023
1.000000,0.000000,0.000000,0.000000,0.034673,0.032432,-0.009264,0.037520,0.341651,-0.697355,-0.628938,-0.044294,0.000748,-0.023685,0.000000,0.000000,0.000000,102.856759,22.174246,-145.561215
1.000000,0.000000,0.000000,0.000000,0.036540,-0.037252,-0.004321,0.648803,0.030230,0.140438,0.747274,-0.032247,-0.029947,-0.028370,0.000000,0.000000,0.000000,-165.434227,172.122675,-80.922520
1.000000,0.000000,0.000000,0.000000,0.019912,-0.030393,-0.028418,0.226412,0.381602,-0.750149,-0.490300,0.039025,-0.029946,0.017940,0.000000,0.000000,0.000000,114.641285,1.977783,-127.343822
1.000000,0.000000,0.000000,0.000000,0.029447,0.026411,0.022591,0.750872,-0.346719,-0.122638,0.548577,0.028283,-0.021177,-0.038642,0.000000,0.000000,0.000000,138.069478,168.683201,-112.045566
1.000000,0.000000,0.000000,0.000000,0.015263,-0.044789,-0.021639,0.654543,-0.072718,0.020132,-0.752250,0.022278,-0.039307,-0.026461,0.000000,0.000000,0.000000,172.766200,-175.236084,82.355313
1.000000,0.000000,0.000000,0.000000,0.020958,0.034715,0.002955,0.850582,-0.498112,-0.148883,-0.078922,-0.004503,0.038242,-0.035480,0.000000,0.000000,0.000000,-60.853440,-19.384058,0.854112
1.000000,0.000000,0.000000,0.000000,0.005041,0.044741,-0.002767,0.001752,-0.604314,-0.032107,-0.796097,-0.021374,0.029631,-0.037506,0.000000,0.000000,0.000000,10.379242,-74.216814,172.390802
1.000000,0.000000,0.000000,0.000000,-0.034298,-0.019477,-0.022611,0.795392,0.242798,-0.357335,0.425103,-0.000528,-0.037572,0.018906,0.000000,0.000000,0.000000,7.492920,-50.793368,52.683870
1.000000,0.000000,0.000000,0.000000,0.033147,-0.028022,-0.000012,0.456113,0.701318,0.124619,-0.533465,0.023169,0.030903,-0.011413,0.000000,0.000000,0.000000,-88.332693,120.465250,142.043533
1.000000,0.000000,0.000000,0.000000,-0.010501,0.047198,0.020091,0.323741,0.299583,-0.432395,0.786432,0.013381,0.001897,-0.012684,0.000000,0.000000,0.000000,-47.428424,-48.692035,157.733467
1.000000,0.000000,0.000000,0.000000,0.033510,0.018100,0.035931,0.545727,0.421580,-0.425157,-0.586254,-0.017195,-0.009594,-0.033512,0.000000,0.000000,0.000000,73.551484,1.734438,-92.804374
1.000000,0.000000,0.000000,0.000000,0.033650,0.037599,0.013985,0.296798,-0.250442,0.590060,0.707827,0.029941,-0.002655,0.029284,0.000000,0.000000,0.000000,-104.549573,135.186919,-10.116784
1.000000,0.000000,0.000000,0.000000,0.036327,0.031900,0.020107,0.542199,0.425996,-0.546646,-0.475106,0.028671,-0.021700,-0.011379,0.000000,0.000000,0.000000,-92.299706,-169.164140,87.134848
1.000000,0.000000,0.000000,0.000000,-0.035924,0.025112,0.028643,0.349197,-0.610519,-0.120256,-0.700618,-0.027983,-0.019593,0.039681,0.000000,0.000000,0.000000,131.181981,-110.037611,88.217890
1.000000,0.000000,0.000000,0.000000,-0.003124,-0.024973,0.037581,0.681325,0.206157,-0.662198,0.234069,0.015327,0.041315,0.028280,0.000000,0.000000,0.000000,-37.435856,-87.258032,73.720225
1.000000,0.000000,0.000000,0.000000,0.029062,-0.034207,-0.026960,0.502102,-0.504159,-0.499624,-0.494058,0.039494,0.022808,-0.016428,0.000000,0.000000,0.000000,58.884515,-90.842759,-148.683398
1.000000,0.000000,0.000000,0.000000,0.028731,-0.007230,-0.022308,0.051112,-0.344286,0.702993,-0.620206,-0.007907,0.010157,-0.025197,0.000000,0.000000,0.000000,-103.956958,-20.805304,-144.151074
1.000000,0.000000,0.000000,0.000000,-0.028499,-0.033317,0.028625,0.319185,-0.760947,-0.531294,-0.191853,-0.027686,0.015167,0.041773,0.000000,0.000000,0.000000,21.311383,-140.865579,-117.806516
1.000000,0.000000,0.000000,0.000000,0.024225,-0.043728,0.015574,0.430535,0.207085,-0.872692,0.100821,-0.020108,-0.016360,-0.018713,0.000000,0.000000,0.000000,179.779496,-52.486036,-153.193118
1.000000,0.000000,0.000000,0.000000,-0.006380,0.023986,0.038022,0.427053,0.418980,0.765948,-0.235385,-0.031489,-0.015188,-0.038979,0.000000,0.000000,0.000000,-179.701591,58.368992,122.808635
1.000000,0.000000,0.000000,0.000000,-0.029173,0.034405,0.022044,0.140054,-0.755991,0.633509,0.086766,-0.012254,-0.004384,-0.027478,0.000000,0.000000,0.000000,-173.854684,17.977257,-78.952051
1.000000,0.000000,0.000000,0.000000,0.010805,0.046347,-0.021834,0.011693,0.141472,-0.581670,0.800943,-0.003571,-0.039539,-0.034139,0.000000,0.000000,0.000000,-73.032006,-13.899782,-171.358707
1.000000,0.000000,0.000000,0.000000,0.003930,-0.007504,0.048364,0.737449,-0.414731,-0.532852,0.015343,-0.002976,0.039464,0.034282,0.000000,0.000000,0.000000,97.988293,-129.360015,-132.894994
1.000000,0.000000,0.000000,0.000000,0.031548,-0.000896,0.029770,0.190311,0.531390,0.016079,-0.825317,-0.042251,-0.010959,0.028920,0.000000,0.000000,0.000000,22.008557,62.037004,-140.691800
1.000000,0.000000,0.000000,0.000000,-0.029568,0.004724,0.034836,0.737740,-0.405836,0.539459,-0.004504,0.005418,-0.036341,-0.023430,0.000000,0.000000,0.000000,98.346235,127.598490,133.234571
1.000000,0.000000,0.000000,0.000000,0.026179,-0.021187,-0.040092,0.872000,0.217788,0.164297,0.406436,0.012693,-0.015203,-0.003917,0.000000,0.000000,0.000000,31.096465,6.286566,51.730830
1.000000,0.000000,0.000000,0.000000,-0.028409,0.030428,-0.031759,0.215722,0.166479,0.669495,0.691032,0.018064,-0.037427,-0.031851,0.000000,0.000000,0.000000,-92.763038,176.631055,-31.463630
1.000000,0.000000,0.000000,0.000000,0.022657,-0.026715,-0.038917,0.451452,0.021269,0.824866,-0.339609,0.006079,0.026021,0.028009,0.000000,0.000000,0.000000,-123.763816,49.395685,-155.340251
1.000000,0.000000,0.000000,0.000000,0.027132,0.044410,0.005760,0.494891,0.503449,0.458640,-0.539696,-0.024682,0.015522,0.009415,0.000000,0.000000,0.000000,2.572820,85.845298,-92.566790
1.000000,0.000000,0.000000,0.000000,-0.028087,-0.032863,-0.026452,0.661510,0.086013,0.744986,-0.001591,-0.020838,-0.042733,0.021937,0.000000,0.000000,0.000000,-41.758647,99.631366,-48.886821
1.000000,0.000000,0.000000,0.000000,-0.009870,0.037124,0.016059,0.369934,0.833060,0.159187,-0.379236,-0.000797,0.046678,-0.023709,0.000000,0.000000,0.000000,131.511376,48.558369,-1.329787
1.000000,0.000000,0.000000,0.000000,0.036355,-0.011925,0.035745,0.452009,-0.808280,0.330613,-0.181841,0.028478,0.038819,-0.020583,0.000000,0.000000,0.000000,-121.685103,0.282119,-44.334942
1.000000,0.000000,0.000000,0.000000,-0.014764,-0.001413,0.040494,0.953366,-0.207059,0.217063,0.033221,0.007426,-0.021323,-0.001708,0.000000,0.000000,0.000000,155.114707,154.682282,178.317112
1.000000,0.000000,0.000000,0.000000,0.000656,0.005015,0.043724,0.679554,-0.328777,0.347859,-0.555973,-0.022320,-0.029669,0.006832,0.000000,0.000000,0.000000,-56.979487,6.153680,-81.918222
1.000000,0.000000,0.000000,0.000000,-0.035510,0.001093,-0.038463,0.860702,0.326120,0.257772,0.293923,0.046673,-0.022304,-0.008108,0.000000,0.000000,0.000000,47.450596,14.597123,44.152791
1.000000,0.000000,0.000000,0.000000,-0.033165,0.005426,0.008405,0.274790,-0.044267,0.352522,0.893454,-0.004004,0.031455,-0.036461,0.000000,0.000000,0.000000,-140.988353,164.166686,-28.551444
1.000000,0.000000,0.000000,0.000000,0.029544,-0.001053,-0.035040,0.922749,0.178637,-0.321318,-0.115659,-0.038010,0.028713,-0.012435,0.000000,0.000000,0.000000,-151.028239,-146.518319,156.824257
1.000000,0.000000,0.000000,0.000000,0.026996,0.011085,0.026530,0.580950,0.700350,-0.363737,0.199254,0.027629,-0.043617,-0.008701,0.000000,0.000000,0.000000,110.164183,-44.565261,-22.964689
1.000000,0.000000,0.000000,0.000000,0.027439,0.042828,0.005536,0.029742,-0.690792,0.201942,0.693643,0.005912,0.034527,0.008857,0.000000,0.000000,0.000000,98.551938,76.010188,-100.448786
1.000000,0.000000,0.000000,0.000000,-0.028042,-0.000518,0.029543,0.278340,-0.376079,-0.520399,-0.714337,0.030660,0.040150,-0.013764,0.000000,0.000000,0.000000,-108.189273,-124.209324,0.635452
1.000000,0.000000,0.000000,0.000000,0.035191,0.008342,0.037863,0.497958,-0.210031,-0.507396,0.671174,0.021876,0.027572,-0.022463,0.000000,0.000000,0.000000,-65.973370,-12.908188,115.253957
1.000000,0.000000,0.000000,0.000000,0.042301,-0.000193,-0.030857,0.563639,0.518878,-0.097607,0.635256,-0.045133,0.016541,0.020759,0.000000,0.000000,0.000000,46.168885,-50.288442,74.211159
1.000000,0.000000,0.000000,0.000000,-0.010455,0.048453,0.002046,0.243766,-0.167240,-0.952993,-0.066432,0.044931,-0.002354,0.012271,0.000000,0.000000,0.000000,-2.958520,-150.867243,-19.137981
1.000000,0.000000,0.000000,0.000000,0.049677,0.015469,0.005868,0.186699,-0.611266,-0.374931,0.671509,-0.005216,-0.035533,-0.013714,0.000000,0.000000,0.000000,87.774527,137.082625,-75.529682
1.000000,0.000000,0.000000,0.000000,-0.021226,-0.037960,-0.029156,0.161090,-0.475647,-0.496523,-0.708008,0.019106,0.011107,-0.012294,0.000000,0.000000,0.000000,-95.655426,-123.540730,-26.233361
