particles,iterations,w,c1,c2,min_w,min_c1,min_c2,alpha,saturation
1920,400,5.60,6.70,9.90,2.80,4.60,0.10,5.60,0.68
6400,200,8.10,2.30,0.80,7.30,0.80,0.70,7.40,0.61
1280,250,3.60,8.30,2.50,3.00,5.70,2.10,7.80,0.99
640,350,5.60,7.10,5.30,0.80,4.60,0.70,7.80,0.81
1280,300,0.80,2.80,8.10,0.70,1.00,1.30,6.20,0.89
5760,200,7.90,0.10,7.70,3.60,0.10,0.20,5.10,0.94
4480,250,7.80,7.30,4.90,2.90,1.50,4.80,6.20,0.67
2560,150,3.30,8.30,2.10,0.80,1.70,0.20,7.30,0.89
1920,400,4.80,0.30,4.10,4.70,0.10,0.20,8.90,0.64
1280,400,3.70,10.00,6.10,2.20,0.40,5.10,5.70,0.90
3200,150,0.50,0.50,2.40,0.30,0.20,0.10,6.90,0.90
3840,450,0.70,7.80,5.00,0.20,4.80,1.10,2.60,0.59
3840,400,8.20,9.00,9.50,4.20,2.90,4.20,1.40,0.67
3200,300,3.90,5.60,7.30,1.50,0.80,7.20,2.20,0.62
1280,450,9.80,4.90,7.80,7.80,3.70,6.90,8.40,0.92
3840,200,4.10,5.00,3.80,2.60,4.30,3.00,2.20,0.70
3840,150,1.70,0.10,2.20,0.60,0.00,2.00,7.60,0.81
3840,350,9.60,1.00,0.40,7.60,0.70,0.40,1.70,0.94
3840,500,4.90,6.00,6.50,0.80,0.60,0.40,8.60,0.84
6400,150,9.50,3.30,6.70,8.00,1.90,5.00,8.40,0.82
4480,150,6.50,3.00,2.70,4.90,0.00,2.50,5.20,0.59
5120,350,4.60,2.80,3.90,1.00,1.40,2.10,5.20,0.86
4480,450,9.00,3.70,8.60,7.40,0.50,1.60,5.40,0.92
3840,200,6.10,10.00,1.10,3.40,7.30,0.00,0.80,0.88
