particles,iterations,w,c1,c2,min_w,min_c1,min_c2,alpha,saturation
640,500,6.60,2.60,0.40,1.00,1.20,0.30,5.60,0.76
6400,450,8.20,8.70,2.50,7.30,2.00,0.60,0.20,0.63
4480,150,7.10,3.40,3.30,4.80,0.40,0.10,5.50,0.64
1920,250,0.30,9.80,6.00,0.10,2.90,2.10,7.30,0.93
3200,500,6.50,4.70,6.80,5.80,0.50,3.70,4.00,0.58
3200,50,4.20,9.30,1.40,1.10,1.20,0.40,2.40,0.76
1920,350,5.60,5.20,5.90,3.40,2.30,5.40,4.90,0.92
3200,250,8.60,2.10,8.80,0.40,0.70,1.30,9.00,0.68
3200,350,1.20,0.60,4.70,1.00,0.60,2.50,8.50,0.99
1280,200,8.90,6.90,7.90,3.00,4.30,4.40,7.00,0.65
2560,350,3.50,0.80,3.40,0.80,0.70,2.20,4.80,0.54
3840,350,9.70,3.40,5.20,9.60,2.90,3.70,6.40,0.98
5120,300,5.90,0.40,3.90,1.10,0.10,3.30,8.30,0.53
4480,350,7.20,3.50,8.50,4.50,2.60,1.40,2.40,0.62
640,300,9.60,2.80,1.30,7.90,2.70,0.40,9.20,0.97
5120,250,3.60,6.00,6.50,3.00,5.80,2.20,3.20,0.88
3840,50,9.60,7.20,3.10,7.80,2.20,0.50,5.70,0.55
6400,150,8.00,7.60,0.10,6.80,1.90,0.10,6.90,1.00
1920,200,9.20,8.00,8.60,1.20,2.80,4.30,6.40,0.73
1920,200,6.10,0.20,6.70,4.90,0.10,0.80,0.30,0.70
3840,350,4.20,6.90,3.30,3.80,1.80,1.20,1.20,0.80
4480,500,2.00,5.20,3.40,0.00,3.40,1.70,4.60,0.79
3200,450,3.20,8.60,0.40,2.40,1.50,0.40,8.80,0.56
2560,150,6.20,1.90,3.90,3.70,1.30,0.90,8.70,0.93
3200,450,0.20,0.90,7.60,0.10,0.20,4.40,9.40,0.57
1280,100,9.00,5.30,4.00,1.10,5.20,2.20,9.70,0.69
1920,150,9.50,7.00,2.80,1.00,5.50,1.50,7.60,0.71
6400,300,2.90,3.10,8.90,1.30,0.00,7.80,3.20,0.58
5760,300,8.40,1.00,7.30,8.00,0.20,3.60,0.70,0.80
4480,250,9.00,0.50,7.70,1.40,0.10,3.10,0.20,0.94
2560,100,7.20,5.50,4.40,2.80,4.10,3.60,8.50,0.52
5120,100,3.20,0.20,7.80,2.40,0.10,2.80,3.30,0.98
3840,450,7.80,4.90,3.90,6.00,4.80,0.50,8.00,0.69
1280,250,10.00,9.60,6.30,3.50,2.60,2.80,9.00,0.96
4480,500,3.90,9.80,3.90,2.90,5.90,3.20,8.10,0.76
2560,500,5.90,8.20,4.30,5.40,7.90,1.40,1.90,0.67
6400,350,7.00,3.50,8.60,2.90,1.40,3.00,8.50,0.79
5120,450,0.30,7.60,1.00,0.10,2.20,0.10,0.20,0.78
3200,500,9.10,3.10,6.90,0.70,2.90,3.20,4.10,0.60
1920,500,8.20,2.10,6.70,6.80,1.80,0.20,4.40,0.77
5120,300,4.40,4.00,6.90,2.00,0.60,0.40,8.00,0.88
1920,150,7.20,4.10,6.20,1.60,2.30,1.00,9.30,0.87
6400,100,6.40,3.70,4.60,2.60,1.40,3.00,1.30,0.71
2560,450,9.40,0.40,7.90,7.10,0.20,1.20,5.40,0.63
5760,450,2.50,1.70,1.70,0.20,0.60,1.40,1.70,0.61
2560,50,0.20,3.70,2.10,0.10,3.00,1.30,5.90,0.92
3200,450,7.90,1.20,1.50,1.40,1.10,1.30,3.90,0.76
5120,100,4.90,4.00,4.80,2.90,0.70,3.30,9.30,0.76
3840,200,7.70,8.70,7.80,0.40,4.40,7.20,7.50,0.63
