particles,iterations,w,c1,c2,min_w,min_c1,min_c2,alpha,saturation
4480,400,1.20,5.20,3.20,0.60,0.20,0.80,2.20,0.98
5760,200,8.50,2.80,1.80,4.40,1.30,0.60,9.40,0.97
4480,150,1.60,7.20,8.50,1.30,5.60,6.90,3.60,0.93
4480,250,4.60,8.50,7.20,4.40,4.60,2.60,5.00,0.74
3840,300,4.30,2.80,3.10,1.20,0.80,2.70,5.70,0.84
1920,100,2.40,3.20,6.80,1.20,1.40,2.90,5.30,0.72
4480,400,9.80,8.20,6.40,2.30,6.80,5.60,0.80,0.89
1280,500,6.00,3.40,0.70,5.60,0.50,0.40,6.80,0.73
6400,150,3.90,4.40,7.20,3.70,3.70,0.80,3.80,0.67
1280,400,4.50,1.30,0.80,1.70,1.00,0.00,2.30,1.00
5120,350,5.40,2.50,2.00,3.50,1.60,0.20,1.80,0.75
1920,150,8.20,7.30,2.40,6.30,0.50,0.70,4.40,0.55
3840,450,8.60,8.80,1.80,1.70,4.60,1.50,6.10,0.78
5120,400,2.40,9.50,0.20,1.80,0.60,0.20,8.30,0.90
1280,200,1.20,6.60,9.10,1.10,1.30,2.60,2.10,0.65
2560,450,0.70,3.90,6.40,0.20,1.90,2.30,2.60,0.84
6400,350,5.80,1.40,0.80,5.40,1.00,0.40,3.00,0.75
5760,400,2.00,8.10,7.50,0.50,7.50,3.50,0.50,0.82
640,500,8.50,3.80,5.90,0.30,3.20,4.40,3.70,0.83
2560,200,9.00,6.40,5.10,0.60,3.50,1.40,3.40,0.65
1280,450,1.60,6.50,9.90,1.40,6.30,4.20,7.20,0.98
5760,400,2.60,9.50,1.70,1.90,3.20,1.70,9.80,0.92
4480,350,7.50,8.10,3.40,5.70,6.50,3.20,8.00,0.95
5760,50,3.10,1.80,7.30,1.10,1.50,6.10,5.90,0.56
5760,50,9.40,8.40,3.20,5.50,1.80,0.30,0.90,0.58
3840,300,3.60,7.30,6.50,2.80,1.70,1.20,2.90,0.58
6400,400,4.70,4.90,5.30,3.30,0.20,3.50,7.30,0.69
2560,150,5.80,9.80,9.30,1.60,0.80,1.10,0.90,0.61
1280,200,3.10,5.80,5.50,2.00,4.50,1.30,7.90,0.93
2560,500,5.80,7.20,1.20,1.50,5.10,0.90,8.90,0.81
3840,250,4.60,1.10,6.90,1.90,0.90,1.70,8.10,0.60
5760,500,1.50,1.30,5.10,1.20,0.10,2.40,2.90,0.94
5760,100,8.80,9.20,6.10,1.70,0.40,2.20,6.40,0.50
5760,350,7.40,1.10,6.30,3.70,0.40,6.10,1.60,0.82
3200,200,2.20,4.20,1.50,2.20,1.90,0.60,4.70,0.57
1280,200,3.60,1.80,8.60,1.80,1.00,3.90,9.40,0.91
5760,200,4.70,4.50,3.80,2.50,0.80,1.40,1.50,0.58
3200,150,5.50,3.50,7.80,3.40,1.90,6.70,2.70,0.73
1280,400,9.70,6.10,3.50,3.70,2.50,0.40,1.20,0.99
640,150,9.40,8.00,2.50,5.10,6.30,1.70,9.90,0.94
5760,400,4.60,2.40,8.90,3.30,2.30,2.50,4.30,0.63
2560,500,7.90,3.20,4.80,1.90,2.60,2.00,9.00,0.77
5760,350,9.70,7.90,8.90,6.50,2.70,7.70,8.40,0.91
3840,100,2.30,1.60,3.50,1.80,0.00,2.30,8.20,0.82
640,200,4.00,6.00,7.80,2.90,4.20,3.90,4.60,0.69
4480,300,7.00,7.60,4.00,1.70,4.10,0.60,0.10,0.71
4480,250,6.50,8.60,5.00,2.70,1.50,0.40,1.70,0.92
4480,200,9.90,8.40,0.50,0.50,3.20,0.30,10.00,0.93
2560,200,6.30,2.80,0.70,2.90,0.70,0.00,4.80,0.79
1280,500,9.10,5.60,7.50,1.20,1.90,2.30,3.20,0.62
3840,400,9.10,9.70,7.10,4.30,7.20,2.50,6.60,0.68
1280,200,2.00,7.40,8.60,0.10,3.80,1.80,6.00,0.81
4480,400,8.80,2.60,5.90,6.10,1.90,3.70,3.00,0.90
2560,450,1.60,6.60,1.50,0.40,2.60,1.30,3.70,0.69
640,300,0.20,2.00,8.40,0.20,1.40,8.10,1.10,0.69
1280,100,7.20,6.20,2.50,6.30,2.50,1.50,5.10,0.80
1280,50,9.30,2.10,7.80,4.00,1.30,4.60,8.60,0.86
3840,250,8.70,4.10,3.40,8.00,1.60,1.80,3.20,0.98
2560,250,7.00,6.40,2.40,3.10,5.20,0.30,2.50,0.74
640,450,7.90,6.30,2.50,6.00,2.30,0.90,4.60,0.90
1280,250,0.30,4.90,9.20,0.20,2.90,6.50,4.00,0.99
3200,300,7.80,3.40,2.90,6.30,3.20,1.70,9.20,0.60
3200,100,8.90,9.30,2.90,7.20,0.70,0.70,2.60,0.80
2560,250,4.10,8.70,1.60,1.90,0.30,0.80,4.20,0.75
1280,350,9.80,4.20,2.50,4.10,2.00,0.10,0.30,0.56
5120,100,1.10,1.30,5.90,0.50,0.80,5.40,8.60,0.87
4480,150,0.30,7.70,1.20,0.10,2.90,0.50,4.10,0.61
5760,450,5.10,8.90,9.10,1.60,3.60,8.90,0.60,1.00
5120,150,8.00,0.50,2.10,5.50,0.40,0.90,0.30,0.80
1920,250,5.00,0.30,5.10,4.60,0.10,1.00,9.90,0.94
