particles,iterations,w,c1,c2,min_w,min_c1,min_c2,alpha,saturation
1280,350,3.40,5.30,3.40,2.40,2.60,0.00,8.40,0.72
1920,100,6.10,0.40,8.60,4.10,0.00,2.40,0.80,0.80
1920,100,9.80,2.70,3.30,8.90,0.90,2.90,0.50,0.59
1280,150,8.10,9.40,2.40,1.00,2.20,0.80,5.50,0.68
5120,250,7.00,4.40,2.80,6.40,3.80,1.20,1.60,0.72
3840,400,2.60,9.20,2.20,0.20,9.00,0.40,3.60,0.52
1280,250,7.60,2.80,3.70,1.40,0.70,2.70,5.90,0.52
640,500,2.30,1.70,2.90,0.00,1.30,1.50,9.90,0.65
1920,500,8.30,9.00,6.50,2.30,0.50,5.60,9.20,0.59
1280,450,7.70,3.70,3.10,3.10,0.70,2.90,2.30,0.77
3200,200,9.30,9.10,4.10,2.50,5.80,3.30,3.50,0.79
1920,100,3.40,3.00,4.60,3.10,1.80,2.10,7.00,0.57
2560,400,0.90,0.30,6.00,0.60,0.10,3.20,6.60,0.67
1280,350,1.10,4.20,8.20,0.20,2.70,6.20,9.60,0.64
5120,50,3.10,2.90,0.10,0.80,2.10,0.00,6.10,0.95
3840,50,6.70,5.70,5.50,0.50,2.20,1.10,9.70,0.65
5120,200,7.70,2.70,8.10,6.40,2.50,7.20,1.30,0.76
2560,50,9.90,7.20,0.80,0.30,2.70,0.30,5.30,0.82
4480,200,7.10,3.70,4.30,1.80,0.10,1.00,8.20,0.65
3840,200,7.50,1.70,3.90,2.70,0.10,3.70,1.90,0.83
1280,400,4.20,1.20,8.00,4.10,1.10,7.60,6.50,0.53
5760,150,5.40,4.80,6.00,2.10,2.10,2.00,5.60,0.69
5120,450,1.10,8.00,0.60,1.00,1.80,0.50,8.60,0.85
5760,150,8.70,5.30,7.90,4.20,4.60,2.20,6.30,0.66
3200,250,6.40,8.50,4.60,2.00,2.40,4.00,4.70,0.71
1920,250,2.00,8.90,8.40,1.80,2.00,2.30,5.90,0.86
2560,50,2.70,8.30,1.70,1.10,1.00,0.50,8.00,0.67
3840,450,0.90,6.20,4.50,0.40,2.70,3.40,8.80,0.79
1920,350,7.00,3.10,5.40,5.80,0.60,1.60,6.90,0.55
3840,300,1.50,3.20,9.40,0.20,1.40,1.70,5.30,0.60
5120,500,1.00,4.70,3.60,0.70,3.30,2.10,2.60,0.84
3840,200,3.20,6.50,6.70,2.70,2.00,5.70,6.80,0.65
1280,350,8.30,7.20,9.30,3.50,1.10,5.20,3.90,0.97
3840,150,8.90,6.60,6.30,6.00,6.50,0.50,6.70,0.76
5760,350,6.80,6.80,1.50,4.50,4.90,0.60,1.40,0.68
2560,200,8.50,0.20,7.50,5.30,0.10,5.80,2.70,0.53
3840,500,8.30,6.60,2.20,4.70,5.00,0.20,2.20,0.66
3840,450,9.10,2.50,8.80,6.80,2.30,8.70,5.70,0.80
4480,150,8.50,9.60,2.80,1.50,4.10,2.20,4.70,0.51
3200,100,5.40,9.10,8.20,1.50,6.00,1.70,5.30,0.90
5120,150,7.50,3.80,2.70,0.40,0.50,2.50,8.90,0.69
