particles,iterations,w,c1,c2,min_w,min_c1,min_c2,alpha,saturation
640,50,7.40,4.70,3.80,4.40,1.00,1.00,5.30,0.55
5760,150,5.20,4.00,7.40,1.20,1.00,1.90,9.60,0.70
1280,100,4.10,3.50,3.70,1.50,3.40,3.60,6.00,0.82
5120,450,7.30,1.60,0.60,5.60,0.20,0.40,3.60,0.78
1920,400,2.20,7.40,0.80,1.80,3.70,0.30,6.30,0.87
5760,200,9.90,5.10,10.00,6.00,0.20,8.50,2.30,0.59
4480,450,1.00,2.50,7.80,0.90,1.30,0.70,3.90,0.76
5120,200,1.20,5.50,2.60,0.50,1.10,2.00,2.10,0.75
1280,450,6.60,3.50,5.60,2.00,0.20,0.00,3.70,0.81
6400,350,1.90,8.50,3.10,1.50,1.30,1.90,6.60,0.92
3200,150,8.30,7.00,7.60,6.50,6.80,2.00,7.00,0.73
4480,350,6.10,0.80,8.80,3.40,0.40,3.30,3.90,0.75
6400,100,5.10,7.00,4.20,0.90,5.20,3.00,3.60,0.66
1280,50,7.60,5.60,4.20,4.30,1.50,3.50,2.80,0.96
1920,100,2.30,3.10,9.00,1.00,0.70,1.00,2.80,0.79
5120,400,2.40,8.20,9.80,1.00,7.50,1.60,10.00,0.91
5120,100,3.70,7.60,2.40,0.80,3.30,0.40,1.80,0.57
4480,200,0.50,0.80,0.30,0.30,0.70,0.00,3.90,0.73
4480,100,8.80,4.90,7.00,1.90,3.90,1.40,1.90,0.79
1280,150,6.20,9.70,6.90,4.60,2.70,3.30,7.50,0.81
3840,400,2.30,4.30,1.10,1.00,1.60,0.30,5.00,0.71
2560,50,3.90,6.80,7.10,0.70,5.50,3.60,8.60,0.54
640,100,6.40,7.90,4.50,0.60,5.70,2.60,6.10,0.90
1280,100,8.80,1.80,1.60,7.60,0.60,0.20,9.90,0.91
1920,150,0.40,6.90,8.30,0.10,1.80,6.80,1.10,0.86
3200,300,5.40,0.80,7.20,0.80,0.40,0.20,8.30,0.85
6400,350,6.10,1.30,4.20,4.50,0.50,1.00,3.90,0.94
1920,450,8.70,5.20,6.20,2.40,1.60,3.00,3.90,0.51
5760,500,9.60,5.20,2.60,7.90,4.80,0.20,1.20,0.68
4480,400,7.50,0.70,1.20,0.10,0.20,0.70,0.20,0.89
2560,200,7.20,8.20,5.10,6.40,6.70,0.90,7.20,0.51
1920,400,1.10,9.30,1.50,1.10,7.20,0.10,5.90,0.98
5120,250,6.40,7.70,4.00,6.10,6.10,3.70,7.50,0.88
3840,150,7.60,8.70,0.60,3.50,1.40,0.20,1.40,0.64
3200,300,3.10,4.90,0.90,1.60,2.30,0.40,2.90,0.84
4480,350,8.60,9.80,7.20,2.80,7.40,4.80,5.70,0.78
4480,450,7.50,4.70,6.90,3.20,0.60,3.40,8.90,0.94
1920,350,8.80,8.70,4.30,5.30,2.50,1.10,6.40,0.51
5120,450,3.80,1.00,5.80,1.50,0.90,0.30,0.30,0.87
3200,150,4.80,9.50,3.20,0.10,9.20,2.20,6.80,0.86
5760,450,9.50,9.60,9.30,3.20,4.80,7.00,3.40,0.61
5120,350,9.80,4.70,5.90,5.30,2.10,5.20,0.20,0.92
2560,300,0.30,2.60,1.20,0.20,0.00,0.70,4.90,0.54
1920,50,4.60,5.00,5.10,2.90,3.70,4.80,9.70,0.74
4480,300,0.40,1.40,1.10,0.20,0.80,0.10,8.30,0.95
1280,100,0.30,4.60,5.00,0.10,4.50,0.40,6.50,0.76
6400,450,5.50,1.40,8.20,1.40,1.20,1.90,3.20,0.98
6400,100,6.00,1.90,0.90,2.40,1.80,0.20,6.20,0.84
3200,50,3.80,1.90,9.60,2.70,0.40,0.10,2.50,0.76
3840,250,5.00,6.40,4.90,1.50,5.80,3.80,9.70,0.51
1280,100,9.40,6.80,9.30,0.70,6.40,6.50,8.70,0.75
640,200,8.90,4.20,8.00,8.40,0.30,0.50,4.60,0.91
