particles,iterations,w,c1,c2,min_w,min_c1,min_c2,alpha,saturation
2560,300,5.60,6.80,9.40,1.30,1.80,7.50,6.80,0.84
1920,300,7.50,4.40,5.20,1.20,0.30,3.00,2.90,0.80
1280,150,2.70,6.10,9.40,1.70,3.50,3.90,8.30,0.96
5760,450,8.30,9.80,9.50,5.20,0.10,8.60,1.80,0.97
3200,250,5.80,2.90,9.90,2.60,2.80,3.70,10.00,0.91
1920,150,8.50,9.00,3.60,4.50,5.30,1.60,9.20,0.98
4480,450,0.70,7.10,7.70,0.20,4.00,7.10,4.40,0.68
3200,350,5.50,1.40,1.70,2.00,1.10,1.40,6.70,0.53
640,200,2.90,6.80,6.60,2.80,0.10,2.70,2.60,0.52
2560,300,2.30,6.50,7.30,0.50,2.60,4.10,8.40,0.85
5760,100,9.00,5.00,2.40,1.70,2.90,2.10,5.70,0.76
4480,50,8.50,5.20,5.70,3.70,0.50,4.10,1.30,0.82
1920,500,9.70,6.50,2.10,3.70,1.80,1.60,7.70,0.94
1920,300,0.50,8.00,4.70,0.10,4.60,2.30,1.00,0.52
6400,400,8.00,2.50,6.20,2.70,1.10,3.50,10.00,0.69
3200,500,1.00,2.30,4.70,0.10,1.70,2.90,1.00,0.55
1920,100,1.30,9.40,8.50,0.30,1.40,2.20,1.60,0.83
4480,50,9.20,9.50,5.30,7.80,4.30,3.30,8.40,0.57
6400,250,4.60,6.20,0.70,0.20,2.30,0.40,10.00,0.95
3200,100,9.50,6.30,6.00,2.20,0.30,3.60,8.90,0.70
5120,350,3.00,7.30,9.80,1.50,0.00,1.00,6.70,0.54
1280,500,5.70,0.40,6.10,2.50,0.10,5.40,7.90,0.56
3200,50,3.20,3.10,9.50,2.80,2.10,9.00,9.20,0.51
1280,100,9.40,4.70,7.50,0.70,3.10,3.10,5.80,0.76
2560,150,1.90,2.50,9.50,0.80,2.10,2.50,7.90,0.96
2560,200,0.70,9.70,0.60,0.40,6.40,0.50,4.50,0.75
5760,250,6.30,8.50,3.70,3.20,0.60,3.50,5.60,0.60
5760,400,7.70,3.50,6.90,0.40,0.40,5.70,1.50,0.59
5120,200,8.60,2.50,6.60,1.90,1.70,1.10,1.30,0.58
1280,350,7.30,9.70,0.40,5.80,8.90,0.00,9.40,0.99
4480,250,0.30,9.10,0.50,0.10,5.10,0.30,1.50,0.73
4480,100,5.30,1.50,8.70,2.10,0.90,3.70,8.80,0.61
5120,500,4.30,6.60,3.70,0.90,3.60,2.10,4.20,0.51
5120,250,1.40,4.80,0.40,0.20,3.90,0.20,3.20,0.75
4480,350,1.40,9.40,6.30,1.00,3.10,0.90,1.60,0.97
