particles,iterations,w,c1,c2,min_w,min_c1,min_c2,alpha,saturation
640,200,8.00,2.20,8.40,4.10,1.10,3.60,3.40,0.85
1280,200,9.30,0.20,9.00,7.60,0.10,8.50,6.40,0.72
3840,350,2.90,4.60,7.40,1.90,2.20,5.70,2.70,0.56
1280,300,4.80,4.90,7.30,1.60,4.20,5.90,1.90,0.99
3840,150,0.90,3.40,8.70,0.10,2.10,3.50,4.20,0.67
5120,250,7.00,5.70,8.20,3.30,0.70,1.80,0.40,0.57
4480,50,1.60,3.20,9.80,0.30,0.40,3.50,9.40,0.99
1280,250,2.80,1.20,7.90,1.20,0.80,5.00,1.20,0.50
3840,450,5.30,4.70,2.80,1.60,0.90,2.70,3.10,0.71
2560,200,5.70,5.60,4.20,2.50,4.90,3.40,2.80,0.55
4480,50,6.00,4.90,5.00,2.70,1.20,4.70,4.20,0.73
3840,150,5.20,2.40,4.00,0.30,2.40,2.10,8.70,0.72
5120,350,5.30,6.60,7.40,3.80,5.60,0.40,7.30,0.99
2560,250,7.30,2.10,7.50,3.70,1.20,4.90,3.90,0.99
4480,450,0.70,1.40,9.60,0.10,0.90,2.70,3.70,0.80
3840,350,0.60,1.50,8.10,0.10,0.60,1.40,8.30,0.75
5120,100,4.20,3.70,0.60,0.10,1.00,0.40,3.90,0.64
1280,250,1.90,1.00,4.40,1.80,0.90,1.50,9.90,0.95
5760,50,5.20,9.80,2.40,3.30,6.60,0.50,2.60,0.62
640,300,2.70,6.60,6.60,0.10,1.50,3.60,5.30,0.82
5120,400,2.60,6.70,6.90,1.70,3.90,5.20,0.50,0.76
1280,300,4.40,3.50,2.40,0.70,0.30,0.60,0.60,0.95
4480,500,5.60,5.80,2.80,4.30,1.70,1.60,7.00,0.96
640,350,9.00,8.70,8.10,7.80,4.40,0.70,8.80,0.63
3840,200,8.00,0.80,2.10,3.00,0.60,0.20,6.60,0.92
5120,350,4.60,4.40,3.20,2.10,3.90,1.50,0.10,0.56
5120,400,4.00,9.70,8.90,2.70,6.00,3.40,5.50,0.86
3840,50,4.50,0.90,5.60,3.70,0.30,4.90,4.80,0.76
5760,150,7.90,2.00,0.80,7.60,1.20,0.60,4.90,0.86
640,450,2.40,0.70,8.80,1.90,0.00,7.80,6.30,0.67
5760,350,9.70,7.40,7.60,9.60,0.00,7.00,1.80,0.66
6400,150,5.50,1.00,9.70,0.60,0.00,6.80,6.40,0.59
1280,150,4.10,2.90,1.30,0.50,1.60,0.70,1.10,0.83
5760,200,7.90,2.70,3.80,6.30,1.20,0.90,7.70,0.86
2560,150,5.30,0.40,7.40,4.90,0.30,5.20,7.80,0.88
5120,400,4.90,5.90,5.60,3.00,2.80,5.30,2.90,0.70
3840,450,9.00,5.50,2.10,1.80,0.80,1.70,6.10,0.75
2560,400,2.50,10.00,7.10,1.30,7.90,3.00,7.00,0.52
3200,300,5.50,4.40,1.60,1.70,2.70,1.50,2.50,0.56
3840,100,9.10,2.60,2.50,8.60,1.50,0.90,1.70,0.74
4480,100,7.80,1.60,5.40,0.40,0.40,3.70,2.60,0.64
1920,500,8.20,7.70,7.40,1.90,5.70,1.00,9.70,0.97
1920,200,0.90,5.60,5.30,0.30,3.60,2.50,1.30,0.73
4480,50,4.90,3.40,9.10,0.60,2.10,5.10,5.50,0.88
3200,350,1.50,3.00,5.10,0.80,0.30,3.00,9.30,0.78
1920,300,1.00,0.30,5.20,0.70,0.20,5.20,5.40,0.95
5120,450,1.30,0.10,0.90,0.90,0.00,0.30,3.80,0.79
3840,200,2.80,9.30,7.60,0.10,3.20,1.30,0.60,0.96
3840,150,8.00,5.90,8.30,0.60,5.70,1.80,2.10,0.87
2560,200,5.10,3.00,9.80,1.20,0.30,2.60,0.90,0.92
3200,100,9.90,3.10,1.20,7.80,2.40,0.90,3.20,0.59
4480,500,6.20,7.60,4.30,6.00,4.90,4.30,1.50,0.93
3840,150,5.30,3.30,7.50,4.40,3.20,0.60,5.10,0.97
3200,500,6.30,7.20,3.00,2.20,2.40,2.00,9.50,0.70
5120,150,8.80,2.40,4.00,8.70,0.70,2.30,2.90,0.65
1920,300,6.80,8.90,6.00,0.60,2.00,0.20,0.20,0.99
640,300,7.30,3.90,1.20,3.00,1.90,0.60,8.60,0.71
4480,350,7.60,1.30,1.60,6.60,0.70,0.40,8.00,0.96
3200,400,2.80,5.30,2.80,0.30,5.30,2.20,7.60,0.71
1920,350,5.50,7.40,3.70,1.60,0.70,0.00,9.60,0.88
4480,150,5.00,6.20,0.60,2.00,5.30,0.30,9.60,0.72
4480,450,8.30,0.50,7.80,0.10,0.30,1.40,5.50,0.71
1280,500,5.10,5.70,6.30,1.40,2.30,4.20,5.00,0.58
640,350,3.30,7.10,8.90,0.10,0.20,6.70,4.90,0.61
1920,250,1.70,6.70,1.90,1.60,2.30,0.60,6.60,0.82
1280,150,4.40,3.30,9.60,1.00,3.10,3.60,6.20,0.60
1920,200,6.40,1.10,3.40,0.00,0.70,1.30,5.20,0.51
2560,50,8.50,0.50,5.20,3.70,0.10,1.60,6.70,0.83
1280,300,7.80,7.20,2.60,5.20,3.90,0.60,0.70,0.62
5760,100,0.40,2.10,7.70,0.10,1.90,1.60,5.30,0.68
