particles,iterations,w,c1,c2,min_w,min_c1,min_c2,alpha,saturation
5760,500,0.10,1.30,5.00,0.10,1.20,2.10,3.70,0.78
5120,200,2.90,9.40,6.70,0.60,5.60,2.50,4.40,0.99
3840,450,0.40,4.10,8.80,0.40,1.30,3.10,0.10,0.51
3840,450,1.40,0.30,4.30,1.00,0.10,4.00,7.70,0.83
3840,450,5.90,9.50,6.70,4.40,8.00,5.30,2.80,0.71
4480,150,4.00,6.70,8.90,2.80,5.70,0.70,1.10,0.93
6400,350,2.00,1.20,6.40,1.40,0.10,3.20,6.20,0.97
5760,350,6.50,1.00,4.60,0.50,0.80,2.90,9.30,0.52
3200,350,7.20,7.50,9.20,1.00,1.90,7.80,3.00,0.80
5120,300,2.90,5.50,1.00,1.70,4.50,0.20,6.40,0.67
5120,100,9.30,8.00,8.20,2.60,5.10,6.00,1.40,0.58
3200,300,3.00,4.50,9.00,0.10,3.50,0.70,9.20,0.76
4480,350,9.80,1.10,9.70,7.20,0.20,8.30,5.20,0.54
3840,250,9.00,3.70,4.40,5.20,1.70,1.80,6.30,0.57
4480,100,8.10,4.00,1.50,2.00,3.30,0.30,9.50,0.59
1920,100,8.70,4.70,2.20,8.70,1.90,0.90,9.40,0.50
3840,200,6.50,5.10,7.00,3.40,0.80,2.30,3.20,0.50
3840,300,8.90,9.20,6.60,8.80,0.30,0.70,2.00,0.80
1280,250,1.40,6.70,3.10,0.20,5.60,2.80,6.20,0.93
1920,150,5.00,2.50,9.40,2.20,1.90,1.90,8.60,0.87
5120,300,4.90,7.80,7.00,3.70,0.20,1.90,6.10,0.87
5760,350,8.50,0.80,3.30,3.60,0.00,3.30,6.90,0.56
3840,300,9.70,1.30,0.60,6.70,0.80,0.40,7.00,0.99
5760,400,0.50,4.40,8.90,0.40,2.10,8.30,5.20,0.95
5760,200,9.20,5.50,3.50,8.40,1.20,0.40,2.70,0.67
3200,200,8.00,8.80,4.20,4.50,5.50,0.50,0.20,0.53
1280,350,9.50,1.10,5.90,0.10,0.40,4.40,4.50,0.65
1280,100,7.10,4.10,4.10,1.70,0.90,0.40,4.90,0.66
5760,300,9.90,3.10,7.90,3.30,0.40,2.70,8.10,0.90
640,400,4.40,7.60,5.20,1.00,2.80,0.10,6.70,0.60
4480,200,0.30,4.10,4.70,0.00,1.80,2.20,1.10,0.99
5120,350,4.70,9.30,2.90,1.40,4.50,1.10,9.20,0.83
3200,500,3.30,5.10,2.40,2.10,1.20,1.10,7.30,0.96
3840,150,7.60,1.90,8.90,1.40,1.30,8.70,1.80,0.53
3200,400,8.80,8.70,9.10,2.30,6.70,0.20,5.00,0.96
5760,200,2.00,8.70,5.70,0.10,6.00,4.50,2.00,0.77
3840,50,1.10,1.10,9.40,0.50,0.00,2.30,1.60,0.86
1280,200,2.30,8.20,2.30,0.70,3.50,0.90,4.30,0.69
5120,200,9.00,4.00,3.90,0.40,0.20,2.10,8.50,0.68
1280,450,9.20,5.30,0.20,3.00,3.70,0.10,8.00,0.65
3200,300,7.20,1.00,8.60,0.40,0.80,4.30,10.00,0.73
1920,450,8.60,1.00,8.80,7.30,0.90,0.40,6.00,0.82
5120,150,8.40,7.70,3.80,7.90,7.30,1.70,9.20,0.93
3840,350,6.40,4.50,5.40,2.80,2.90,4.40,0.70,0.75
640,200,8.80,0.20,7.60,3.60,0.00,2.60,7.70,0.73
1280,400,6.80,3.70,5.80,4.40,1.20,5.50,4.70,0.52
4480,300,7.10,0.30,5.40,0.20,0.10,5.40,8.80,0.62
3200,150,3.60,8.90,5.20,2.80,4.00,3.90,1.80,0.53
