particles,iterations,w,c1,c2,min_w,min_c1,min_c2,alpha,saturation
640,50,5.50,5.30,8.20,0.20,0.00,1.50,3.30,0.63
5760,300,0.20,9.90,0.40,0.00,8.50,0.20,8.10,0.63
4480,450,7.20,6.00,9.20,6.40,5.50,2.00,5.50,0.63
3200,100,2.60,4.30,3.40,2.50,3.80,1.00,7.90,0.88
3840,400,3.30,5.80,2.00,3.10,3.20,1.80,8.90,0.65
4480,250,2.90,0.50,2.00,0.00,0.20,1.20,4.50,0.75
2560,300,0.50,5.20,3.10,0.30,3.50,2.40,4.10,0.69
3840,150,4.70,8.90,1.00,4.70,2.50,1.00,0.40,0.84
1920,50,1.00,3.80,7.90,0.30,1.80,4.90,6.70,0.93
4480,450,6.50,9.40,2.50,3.40,9.20,1.20,0.30,0.53
3840,150,6.20,2.30,5.60,1.80,1.80,5.20,0.50,0.52
1920,250,7.40,2.90,9.60,6.90,0.50,3.90,1.50,0.87
3200,100,1.40,0.40,3.10,1.00,0.10,0.80,0.50,0.65
6400,450,2.50,7.40,3.30,0.00,4.70,2.20,4.40,0.79
1280,350,2.10,4.80,1.90,2.00,0.20,1.10,8.20,0.98
3200,350,1.20,0.70,5.10,0.10,0.30,0.00,8.90,0.58
4480,200,2.40,1.80,6.60,1.40,1.40,4.90,7.70,0.67
640,150,6.40,10.00,9.40,2.40,7.00,9.20,9.50,0.85
3200,200,5.70,0.90,5.60,2.60,0.70,1.70,1.60,0.60
5760,400,10.00,6.60,2.80,2.10,2.30,2.30,1.60,0.93
1280,200,2.40,9.00,8.50,0.50,7.40,2.70,4.10,0.59
1920,250,3.80,3.40,5.50,0.50,1.10,1.10,5.60,0.63
1280,350,1.30,6.80,6.00,0.20,5.40,2.30,8.00,0.72
4480,300,4.30,9.40,4.90,2.80,0.50,0.10,2.40,0.91
3200,100,0.40,4.30,6.30,0.10,1.20,5.90,0.90,0.98
5760,500,0.20,8.40,1.30,0.10,0.20,0.80,8.90,0.65
5120,400,2.60,0.40,9.80,2.30,0.10,9.80,4.40,0.56
4480,350,6.80,8.00,8.00,0.90,1.20,2.60,8.70,0.50
6400,150,3.10,9.30,2.00,1.90,1.70,0.50,1.50,0.88
4480,250,1.40,4.30,2.30,0.30,3.00,2.00,5.80,0.90
1920,300,9.10,8.00,5.50,3.30,5.30,0.60,7.90,0.76
640,450,2.90,1.80,6.10,1.60,0.30,3.00,3.40,0.62
6400,450,6.80,5.10,8.70,1.30,4.40,6.60,4.40,0.90
4480,400,4.30,3.60,8.00,2.80,2.60,0.90,4.10,0.65
4480,350,7.80,2.60,2.60,3.90,1.30,0.70,3.90,0.76
1920,450,3.80,7.60,0.70,1.90,0.10,0.40,5.00,0.77
5760,400,3.30,9.60,2.90,2.10,0.80,1.50,1.10,0.75
3840,250,7.70,0.90,0.10,3.50,0.60,0.10,4.50,0.55
1280,100,6.40,9.60,3.40,0.80,6.90,1.20,3.70,0.90
5120,100,2.40,4.20,5.80,2.00,0.80,0.50,0.50,0.64
6400,400,1.20,5.60,9.90,0.20,0.90,0.50,1.60,0.76
2560,150,3.00,6.10,2.70,0.10,2.30,0.80,3.30,0.58
3200,500,7.40,7.40,9.90,0.70,2.00,1.40,4.60,0.89
2560,100,1.10,4.70,6.60,0.00,1.20,3.50,4.80,0.91
5760,150,2.80,9.60,8.10,1.70,7.90,1.40,0.70,0.77
3200,200,9.50,3.80,6.90,0.10,0.60,1.10,3.30,0.55
3200,250,1.30,8.40,5.70,1.00,4.40,2.10,1.40,0.68
3200,450,1.90,9.50,4.90,1.30,4.70,4.20,0.20,0.97
