particles,iterations,w,c1,c2,min_w,min_c1,min_c2,alpha,saturation
4480,150,4.70,3.20,2.10,0.60,2.00,1.90,9.80,0.73
1920,200,8.90,4.80,3.60,5.10,1.90,0.50,4.40,0.81
3840,400,7.70,3.70,9.80,6.90,1.90,4.00,7.10,0.97
5760,100,8.00,7.00,4.10,1.70,4.50,1.90,9.50,0.89
3200,250,2.70,9.30,1.40,1.80,5.10,0.50,7.00,0.96
5760,50,6.10,7.80,8.70,0.20,3.90,4.00,7.70,0.77
3200,450,3.30,9.70,7.50,1.20,1.20,4.60,5.70,0.62
1280,200,8.20,5.90,4.70,0.30,2.70,0.20,0.90,0.97
5760,300,2.90,2.70,8.00,0.90,2.30,4.60,3.00,0.63
3840,450,6.20,6.10,8.90,3.20,5.60,7.70,3.60,0.84
3200,200,1.80,0.40,6.00,0.80,0.00,0.30,2.70,0.94
2560,300,4.90,8.00,8.20,4.70,2.50,0.30,4.00,0.94
4480,300,1.60,1.50,4.50,1.30,0.10,2.00,0.70,0.76
5760,450,5.60,1.50,2.90,3.10,0.40,2.10,5.00,0.83
1920,250,7.40,0.40,9.00,5.50,0.10,1.90,8.50,0.50
3840,400,6.20,0.40,8.20,1.50,0.20,2.90,9.70,0.58
640,300,1.90,7.50,2.10,0.20,1.00,1.00,0.50,0.87
6400,500,5.60,7.50,1.40,4.10,6.70,0.50,8.70,0.91
5120,450,5.00,1.80,9.60,1.40,1.60,6.40,6.30,0.75
1280,100,1.30,9.00,5.80,0.90,7.00,1.60,6.50,0.71
3840,100,0.70,6.60,2.50,0.40,2.60,1.90,7.50,0.93
3200,350,0.70,8.30,3.50,0.50,1.60,1.60,6.40,0.73
4480,150,2.20,6.60,4.80,0.80,1.60,0.40,1.00,0.64
3200,500,3.00,4.00,5.10,1.50,3.80,4.30,4.00,0.58
1920,50,9.30,8.00,3.80,8.20,7.90,2.20,8.40,0.93
640,250,0.20,3.40,0.70,0.00,0.60,0.00,5.80,0.80
5120,350,7.50,6.90,8.20,7.00,3.70,0.90,2.20,0.72
4480,200,0.50,9.40,1.00,0.20,6.60,0.90,1.10,0.89
3200,450,6.70,3.50,9.80,2.50,3.10,5.70,9.00,0.53
3840,300,5.10,9.20,4.30,0.40,7.50,3.10,9.00,0.52
4480,50,3.50,7.10,2.70,2.70,2.30,0.50,6.20,0.57
1280,200,2.50,6.10,4.10,1.90,0.00,1.10,9.50,0.54
2560,100,8.60,0.50,7.90,3.60,0.10,6.20,9.20,0.99
1920,450,2.00,5.60,7.70,0.40,2.60,4.00,8.60,0.60
