particles,iterations,w,c1,c2,min_w,min_c1,min_c2,alpha,saturation
5120,300,2.70,3.90,2.10,2.30,0.70,1.30,7.60,0.65
1280,50,4.70,8.30,7.30,4.30,5.70,3.70,9.30,0.50
1920,150,6.90,6.30,3.50,2.20,1.10,2.00,4.70,0.64
5760,300,3.50,7.20,1.70,3.40,4.50,1.70,3.10,0.55
3200,100,9.30,2.80,6.50,1.20,0.90,1.40,2.50,0.84
640,50,9.50,1.70,9.20,7.50,1.10,6.90,5.30,0.96
2560,200,3.90,8.90,6.40,0.30,3.60,4.10,0.20,0.81
5120,150,2.60,7.70,3.90,1.80,5.20,2.70,4.30,0.56
3200,450,2.20,4.80,1.50,0.60,1.80,0.60,3.10,0.51
3200,200,3.60,0.50,5.40,0.00,0.30,4.10,0.40,0.71
3200,200,3.50,8.20,4.90,2.30,4.10,4.20,1.10,0.68
1280,300,7.00,4.00,8.30,3.30,3.50,2.30,2.30,0.92
1920,100,0.60,1.90,9.50,0.10,0.50,5.60,6.20,0.83
1920,450,9.00,2.70,9.30,5.20,2.60,1.60,9.00,0.62
5120,500,6.00,4.20,6.90,5.10,4.10,5.80,5.90,0.96
6400,100,2.40,2.80,0.50,0.00,1.00,0.20,5.30,0.90
3840,150,4.30,8.90,0.30,0.90,0.00,0.10,5.10,0.91
5120,50,1.00,4.20,8.80,1.00,3.00,0.90,2.90,0.86
4480,450,0.90,1.70,3.30,0.40,1.20,2.90,9.00,0.52
5120,150,7.30,3.80,7.00,4.10,3.30,6.80,2.50,0.97
640,250,5.20,5.50,6.40,0.10,3.70,5.20,3.80,0.61
2560,100,7.70,6.20,8.00,3.50,0.50,6.20,6.90,0.84
5120,250,8.60,5.40,7.50,5.60,0.10,4.30,0.50,0.54
5120,200,6.60,2.30,9.40,5.50,0.70,8.70,1.20,0.75
1920,250,0.50,2.00,7.40,0.40,0.50,2.00,8.90,0.97
3840,100,8.30,9.20,0.60,3.70,4.70,0.20,2.20,0.80
4480,100,9.00,2.10,1.20,8.60,0.80,1.10,7.30,0.68
1920,500,6.10,7.10,2.50,0.20,4.30,2.30,3.80,0.51
3200,250,8.40,5.20,3.00,6.20,1.60,0.40,9.40,0.92
4480,500,3.90,9.60,0.90,1.10,2.90,0.70,6.10,0.53
5120,150,3.70,3.80,6.10,1.50,0.20,3.10,2.40,0.72
5760,250,8.10,7.70,8.10,1.30,5.30,1.30,8.20,0.98
5120,300,6.70,8.80,3.40,6.00,4.00,3.10,1.10,0.59
1280,350,1.10,2.10,5.80,1.00,1.50,2.20,2.10,0.98
5760,150,1.10,8.10,3.60,0.90,2.40,1.10,1.70,0.72
1280,450,1.20,2.20,1.90,1.10,1.00,0.80,4.60,0.77
