particles,iterations,w,c1,c2,min_w,min_c1,min_c2,alpha,saturation
3840,250,5.40,0.10,3.90,1.60,0.00,1.00,6.10,0.66
6400,400,10.00,1.70,5.60,7.70,0.60,3.70,1.50,0.67
4480,300,4.00,8.70,4.60,1.10,6.20,4.50,1.70,0.81
3200,450,3.70,9.80,6.50,2.20,1.70,1.50,1.80,0.85
3840,350,2.00,3.50,4.80,0.60,2.80,1.00,0.10,0.55
5760,100,6.50,8.40,9.90,1.00,3.20,5.90,8.30,0.78
4480,350,4.70,1.30,4.40,3.10,1.30,3.30,4.40,0.73
640,400,4.60,6.40,2.60,0.40,1.00,1.10,0.30,0.54
5760,450,9.90,6.10,2.70,1.90,4.20,2.40,2.10,0.71
1920,350,2.50,8.60,5.40,2.50,0.60,4.00,7.60,0.51
1280,450,3.60,8.90,0.50,1.80,3.70,0.30,2.30,0.52
4480,350,8.20,2.50,4.00,7.40,0.50,1.50,6.80,0.54
3840,450,8.50,4.40,9.50,2.90,2.20,0.50,5.30,0.62
5120,300,8.60,9.00,9.30,4.60,2.20,1.80,3.70,0.91
5760,200,7.90,6.30,1.30,6.60,1.70,1.20,4.30,0.65
4480,100,2.30,9.00,5.90,0.90,4.50,0.00,2.80,0.53
3840,250,8.40,8.50,1.10,4.30,0.50,0.90,2.60,0.87
1280,100,7.90,9.50,5.00,6.00,5.80,2.80,0.40,0.96
3840,50,8.80,6.80,6.00,4.00,1.70,1.40,2.60,0.51
2560,350,4.50,4.00,8.80,3.30,3.60,3.80,6.20,0.79
3840,200,6.10,8.50,8.30,2.10,4.20,4.30,1.80,0.96
5120,200,8.90,1.10,4.50,0.90,0.60,2.90,9.60,0.69
5760,450,10.00,6.20,7.30,3.30,0.30,4.20,9.90,0.59
5760,350,8.40,5.70,6.20,8.40,5.30,6.10,9.80,0.92
5760,100,5.10,2.90,5.80,2.70,0.80,4.70,5.20,0.91
4480,250,1.40,2.50,8.70,1.10,0.80,1.20,6.60,0.52
4480,300,7.60,0.30,4.80,5.00,0.10,0.20,9.30,0.83
5120,350,3.90,5.10,2.30,0.80,2.00,0.40,7.20,0.80
1920,200,1.70,2.20,6.80,1.20,1.70,6.30,2.80,0.81
4480,400,6.80,0.20,6.70,0.60,0.10,1.00,8.10,0.90
3200,350,3.20,3.10,7.80,2.00,0.20,0.50,3.00,0.61
5760,100,3.20,9.50,1.40,2.60,3.40,0.60,7.60,0.54
3200,350,5.50,8.90,7.50,5.00,7.90,5.20,9.90,0.87
5120,150,8.10,0.20,6.70,3.00,0.10,2.30,3.80,0.69
4480,350,4.50,4.20,1.40,4.40,2.40,1.40,1.50,0.72
5760,350,6.70,0.30,0.70,5.50,0.00,0.40,4.80,0.52
1920,150,3.70,5.70,8.30,1.60,5.20,3.90,3.50,0.60
1280,300,2.80,7.90,9.70,0.10,5.90,9.70,2.20,0.71
4480,500,9.60,9.70,8.50,0.80,5.20,0.60,7.30,0.54
5760,150,9.60,0.60,1.80,0.60,0.00,0.90,4.20,0.88
3840,100,4.70,4.80,4.30,4.60,1.20,3.10,3.00,0.67
1280,400,2.30,3.30,2.50,2.00,2.90,1.60,4.30,0.77
5760,100,9.40,0.40,4.30,2.30,0.10,4.20,6.50,0.85
3200,500,3.80,5.60,6.50,0.60,5.10,2.20,8.20,0.66
1920,150,4.10,6.90,3.50,3.50,4.10,2.00,6.00,0.59
5760,200,6.40,7.40,5.10,5.30,4.60,3.30,3.40,0.88
