particles,iterations,w,c1,c2,min_w,min_c1,min_c2,alpha,saturation
5760,350,7.80,0.50,5.30,3.60,0.50,3.20,4.40,0.82
5760,400,7.30,7.70,9.10,7.00,5.70,8.20,2.90,0.72
1280,500,6.10,5.70,9.00,4.40,0.40,3.10,7.60,0.95
640,300,7.30,0.90,6.80,2.60,0.60,4.90,8.40,0.94
1280,450,9.80,5.70,4.50,4.80,0.30,3.30,6.00,0.96
5120,250,0.50,1.80,4.40,0.30,1.30,1.40,4.20,0.69
6400,150,3.20,8.10,8.60,0.80,2.20,1.40,3.60,0.56
5760,350,7.60,5.10,7.70,2.50,5.00,0.60,0.20,0.63
1920,100,7.40,7.70,9.40,3.00,6.00,2.50,9.40,0.96
3200,50,4.20,3.70,1.40,1.20,1.70,1.00,9.40,0.74
3200,50,7.40,1.30,5.60,5.30,1.10,1.80,5.10,0.52
1280,100,7.50,3.40,0.80,2.70,3.20,0.40,1.30,0.55
1920,250,7.90,3.90,0.10,1.60,3.60,0.00,3.30,0.59
3840,350,9.40,8.30,5.50,3.50,7.50,0.80,9.60,0.98
6400,250,0.80,9.50,4.80,0.20,3.80,1.70,8.00,0.51
2560,200,5.90,8.60,0.30,2.90,6.20,0.10,1.40,0.82
5120,300,7.10,3.50,4.90,4.70,0.90,3.50,6.30,0.57
1920,200,6.80,6.80,7.70,0.80,1.80,4.10,3.50,0.85
1280,150,7.30,4.10,2.90,3.60,2.10,0.70,4.00,0.59
2560,300,6.70,8.20,8.80,0.30,5.80,7.70,1.90,0.88
6400,400,4.80,3.10,5.60,1.30,0.60,0.10,6.70,0.58
6400,300,2.20,0.50,4.50,0.00,0.20,2.90,5.20,0.73
4480,500,4.90,6.30,5.00,1.40,1.80,2.60,2.00,0.85
3840,450,3.10,6.40,7.00,0.60,0.10,2.80,5.50,0.86
640,200,4.30,7.30,3.60,2.20,6.10,2.40,7.00,0.74
5760,150,4.40,7.80,8.60,1.10,6.60,6.70,5.00,0.85
2560,200,7.10,3.60,0.40,6.70,3.00,0.20,1.70,0.76
3200,350,1.80,8.50,3.80,1.70,3.60,2.40,6.50,1.00
4480,350,5.60,5.00,9.70,0.00,1.20,8.20,8.20,0.77
3840,450,1.50,1.80,2.50,1.20,0.10,0.20,3.00,0.58
4480,200,8.70,7.70,0.90,7.70,1.70,0.70,0.90,0.75
6400,350,0.30,0.80,4.80,0.20,0.50,0.20,1.50,0.76
3840,250,8.40,9.20,2.10,4.10,5.90,0.10,8.60,0.55
3200,300,0.30,8.50,8.90,0.00,1.10,1.80,0.90,0.73
4480,400,8.20,4.80,0.80,3.80,1.30,0.60,6.50,0.64
3200,400,5.40,6.40,8.80,1.80,3.00,1.00,10.00,0.96
