particles,iterations,w,c1,c2,min_w,min_c1,min_c2,alpha,saturation
5120,150,9.20,4.60,2.30,3.70,1.70,1.10,9.90,0.94
5760,300,3.90,2.40,4.90,2.50,1.50,0.10,5.80,0.67
2560,100,8.40,0.60,4.50,0.90,0.20,4.40,7.80,0.72
5760,100,9.20,5.70,2.30,2.00,0.50,1.50,2.10,0.68
4480,500,1.60,6.80,6.30,0.30,4.40,0.30,0.30,0.93
4480,150,9.20,4.00,0.60,5.70,2.00,0.40,6.00,0.53
5760,300,5.20,1.90,8.40,3.40,1.10,0.10,0.60,0.88
3840,350,7.80,8.80,5.20,2.60,4.90,2.20,5.00,0.74
4480,500,4.30,0.60,6.80,0.10,0.40,3.80,7.80,0.70
6400,100,9.20,8.80,0.40,3.80,4.30,0.00,9.40,0.80
5120,300,3.30,7.80,3.10,2.00,5.60,1.10,7.40,0.74
1920,100,7.00,9.50,6.00,1.50,5.50,3.40,1.60,0.56
5120,450,3.60,6.50,1.30,0.40,3.60,1.00,9.50,0.82
2560,300,9.90,1.50,0.80,3.20,0.70,0.10,1.20,0.73
640,250,7.00,3.40,8.40,3.60,1.10,6.90,5.90,0.52
5760,300,8.70,3.30,7.40,6.50,0.50,3.80,5.50,0.82
1920,400,7.80,1.30,7.20,1.30,0.90,2.20,3.40,0.58
5120,250,4.30,7.70,6.30,3.40,6.20,5.70,5.70,0.64
4480,250,4.80,9.60,2.40,2.20,3.20,0.00,4.50,0.73
4480,300,4.10,7.40,5.90,1.50,4.20,5.50,5.70,0.60
4480,400,4.90,7.20,5.70,2.80,3.10,1.60,3.50,0.57
1280,350,6.20,5.40,3.60,4.60,1.00,3.10,4.80,0.60
3840,300,9.20,2.10,8.50,6.50,1.70,6.40,5.40,0.56
6400,200,4.70,0.90,0.70,3.30,0.10,0.60,1.70,0.62
3840,150,3.50,8.00,6.80,2.00,4.00,3.50,7.10,0.77
4480,100,1.80,9.40,7.40,0.00,6.20,1.70,9.40,0.95
4480,400,1.10,5.00,8.00,0.90,0.40,0.90,3.90,0.85
4480,100,4.70,5.40,6.70,1.70,2.80,6.40,2.00,0.54
5760,350,2.20,6.80,1.70,1.60,1.60,1.20,9.10,0.61
2560,150,5.70,1.60,3.00,3.90,0.90,0.80,8.50,0.52
3200,50,6.50,5.90,1.90,2.00,3.70,0.80,8.40,0.59
1920,200,4.20,1.70,3.10,3.20,1.40,0.30,0.90,0.53
3840,200,5.10,0.90,1.50,2.80,0.60,1.10,3.80,0.97
1280,350,3.00,4.10,4.50,1.70,3.80,2.60,7.10,0.89
5120,200,4.30,7.10,1.60,2.30,4.30,1.40,2.00,0.91
1920,450,6.80,4.70,0.70,1.10,4.10,0.40,8.60,0.90
1920,350,9.50,7.00,0.10,1.50,0.10,0.10,3.00,0.69
1280,250,1.90,7.70,7.50,0.30,3.50,3.40,5.00,0.86
4480,250,2.40,5.70,9.20,1.70,2.30,2.90,8.80,0.58
1280,250,7.90,7.40,8.40,3.70,2.10,5.90,0.10,0.80
1280,350,3.20,7.80,5.60,0.60,1.60,4.50,4.80,0.53
3200,250,4.20,4.30,8.40,3.70,1.00,0.90,3.20,0.71
4480,200,2.40,9.50,1.40,0.10,3.10,0.50,5.60,0.55
3840,150,5.90,9.80,7.70,1.70,5.60,3.70,8.10,0.71
5120,400,3.80,5.00,1.80,0.10,3.90,1.30,9.10,0.86
1920,200,2.90,9.80,7.00,1.40,0.40,5.40,2.00,0.63
3840,450,3.90,2.90,4.70,0.10,2.70,3.00,3.40,0.50
3840,350,1.20,3.10,9.80,1.00,2.40,9.50,4.50,0.54
6400,150,9.40,5.20,1.70,8.60,2.10,1.40,5.80,0.75
1280,300,8.30,3.50,2.00,3.50,3.30,0.00,9.30,0.63
1280,350,7.40,2.90,2.60,2.70,0.80,2.20,9.30,0.83
