particles,iterations,w,c1,c2,min_w,min_c1,min_c2,alpha,saturation
6400,400,0.70,8.40,2.40,0.00,4.90,1.90,6.60,0.75
4480,400,8.70,3.10,2.60,3.40,0.90,2.20,9.60,0.85
1280,450,9.20,6.50,9.00,5.20,4.70,6.00,6.60,0.52
5120,300,3.70,0.10,5.00,3.40,0.10,0.10,0.90,0.61
5120,450,4.10,4.50,5.50,2.40,2.30,1.10,3.10,0.88
3840,400,3.10,7.40,2.10,2.90,6.20,1.40,9.30,0.70
2560,450,9.20,0.70,1.10,5.50,0.40,0.60,6.90,1.00
2560,450,8.00,7.30,9.10,5.90,1.60,2.20,0.60,0.70
1920,150,6.20,0.70,9.50,3.00,0.00,1.20,1.70,0.76
2560,350,3.70,5.80,0.80,0.40,2.00,0.40,5.60,0.67
3840,250,6.00,5.40,1.50,0.00,1.10,1.30,2.20,0.97
3840,200,5.30,8.80,8.50,3.40,3.30,2.30,4.00,0.69
1920,200,2.10,3.50,4.30,1.70,2.40,0.40,6.20,0.62
3840,400,0.50,0.70,4.20,0.40,0.40,2.20,8.30,0.69
2560,50,8.60,2.80,3.00,4.60,1.70,2.00,1.80,0.70
1920,250,4.60,6.00,3.40,3.70,1.50,0.90,1.90,0.92
5120,300,0.70,1.20,1.70,0.60,0.30,1.10,1.60,0.95
2560,50,0.30,2.00,0.80,0.10,1.30,0.10,3.30,0.79
1280,50,4.60,0.30,7.00,3.30,0.10,6.60,9.40,0.71
5120,100,3.30,2.40,2.30,2.50,0.70,1.50,3.60,0.99
5760,350,9.00,5.20,9.30,2.30,3.10,5.30,7.00,0.87
1280,250,1.00,8.70,1.20,0.40,6.50,0.80,1.40,0.72
4480,150,9.20,0.70,4.90,1.70,0.20,3.20,6.00,0.96
1920,300,1.50,9.20,8.20,1.40,3.80,0.60,3.80,1.00
1280,300,6.70,1.50,2.00,5.90,1.30,1.20,9.60,0.77
2560,500,7.00,4.70,1.20,4.00,1.50,0.60,3.40,0.65
5120,450,3.20,8.60,0.90,2.90,0.20,0.00,0.90,0.83
3840,500,4.50,2.30,8.80,3.10,2.00,5.40,2.50,0.66
5120,400,5.70,4.10,9.80,2.30,2.80,5.00,7.10,0.89
1280,250,7.20,0.60,3.40,1.50,0.20,0.40,7.90,0.87
6400,400,1.30,8.20,0.80,0.20,2.50,0.10,7.70,0.74
1920,150,10.00,4.20,6.40,5.30,1.90,1.90,6.30,0.66
5120,300,3.60,9.60,8.00,0.10,3.20,7.90,4.30,0.61
5760,200,5.20,5.80,5.30,3.50,4.70,4.20,9.00,0.71
5120,300,9.20,1.10,4.20,2.50,1.10,1.40,7.30,0.74
640,250,2.70,0.40,6.60,2.30,0.10,3.90,7.90,0.81
5120,450,2.40,4.20,6.20,1.80,4.20,1.10,7.20,0.70
4480,350,3.80,2.90,0.30,1.80,0.00,0.20,0.30,0.96
6400,350,2.80,4.40,4.40,1.00,2.50,1.70,4.80,0.53
2560,150,4.80,7.30,6.50,4.60,3.40,3.90,2.00,0.52
3200,250,2.60,1.60,3.50,1.60,0.40,0.30,3.20,0.52
3840,300,4.00,1.70,7.40,2.80,0.60,5.10,7.50,0.59
3200,150,6.90,2.90,9.80,3.50,1.30,3.40,2.10,0.81
5120,250,7.70,4.80,3.60,4.90,3.60,2.10,9.60,0.86
3200,300,6.90,1.90,2.20,1.60,0.50,1.20,3.10,0.76
2560,500,5.00,8.60,3.20,0.30,8.00,0.90,6.60,0.51
